0.000, 1.000
5.000, 1.255
10.000, 1.575
15.000, 1.977
20.000, 2.482
25.000, 3.115
30.000, 3.910
35.000, 4.908
40.000, 6.161
45.000, 7.733
50.000, 9.706
55.000, 12.182
60.000, 15.291
65.000, 19.193
70.000, 24.091
75.000, 30.238
80.000, 37.954
85.000, 47.638
90.000, 59.794
95.000, 75.052
100.000, 94.203
